A	B	Neither	A Not B	B Not A	Both	Log2 Odds Ratio	p-Value	q-Value	Tendency
chr13gain	SETBP1	NA	NA	NA	NA	NA	NA	NA	NA
MYD88	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
BRINP3	chr13gain	NA	NA	NA	NA	NA	NA	NA	NA
t(16;16)	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
BIRC3	ETV6	NA	NA	NA	NA	NA	NA	NA	NA
CDKN2A	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	chr7qdel	NA	NA	NA	NA	NA	NA	NA	NA
IDH1	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	WT1	NA	NA	NA	NA	NA	NA	NA	NA
CBL	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
MAP2K1	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
POT1	WT1	NA	NA	NA	NA	NA	NA	NA	NA
DNMT3A	ETV6	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	JAK2	NA	NA	NA	NA	NA	NA	NA	NA
BCORL1	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	IDH2	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	MAP2K1	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	RUNX1	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	NPM1	NA	NA	NA	NA	NA	NA	NA	NA
ABL1	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	ETV6	NA	NA	NA	NA	NA	NA	NA	NA
CDKN2A	chr5loss	NA	NA	NA	NA	NA	NA	NA	NA
PTPN11	SF1	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
CDH2	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
U2AF2	ZRSR2	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	CSF1R	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	KRAS	NA	NA	NA	NA	NA	NA	NA	NA
chr5qdel	CSF3R	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	SRSF2	NA	NA	NA	NA	NA	NA	NA	NA
ATM	KIT	NA	NA	NA	NA	NA	NA	NA	NA
EZH2	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
BIRC3	chr5loss	NA	NA	NA	NA	NA	NA	NA	NA
t(15;17)	TP53	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
t(16;16)	ZRSR2	NA	NA	NA	NA	NA	NA	NA	NA
CSF1R	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	NF1	NA	NA	NA	NA	NA	NA	NA	NA
NPM1	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	SF1	NA	NA	NA	NA	NA	NA	NA	NA
IL7R	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
BIRC3	chr11qdel	NA	NA	NA	NA	NA	NA	NA	NA
SMC1A	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	FBXW7	NA	NA	NA	NA	NA	NA	NA	NA
t(11;19)	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
PTPN11	RUNX1	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
KRAS	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	NOTCH1	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	MYD88	NA	NA	NA	NA	NA	NA	NA	NA
BIRC3	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	SF1	NA	NA	NA	NA	NA	NA	NA	NA
TET2	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
POT1	U2AF1	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	U2AF1	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	IDH1	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	chr7loss	NA	NA	NA	NA	NA	NA	NA	NA
chr8gain	ETV6	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	RUNX1	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	RAD21	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	NPM1	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	PRPF40B	NA	NA	NA	NA	NA	NA	NA	NA
ASXL1	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
EZH2	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
RIT1	ZRSR2	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	IDH1	NA	NA	NA	NA	NA	NA	NA	NA
CDKN2A	chr7loss	NA	NA	NA	NA	NA	NA	NA	NA
t(15;17)	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
BIRC3	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	ZRSR2	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	DNMT3A	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
CDH2	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	RAD21	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	NF1	NA	NA	NA	NA	NA	NA	NA	NA
IDH2	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
ASXL1	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
PRPF40B	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
PTEN	RAD21	NA	NA	NA	NA	NA	NA	NA	NA
MYCN	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	CDKN2A	NA	NA	NA	NA	NA	NA	NA	NA
RIT1	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
BCOR	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
IDH2	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
BCORL1	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	PRPF40B	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	EZH2	NA	NA	NA	NA	NA	NA	NA	NA
CBL	chr11qdel	NA	NA	NA	NA	NA	NA	NA	NA
ASXL1	chr11qdel	NA	NA	NA	NA	NA	NA	NA	NA
JAK2	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
MYCN	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	MAP2K1	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	t(8;21)	NA	NA	NA	NA	NA	NA	NA	NA
POT1	t(11;19)	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	TET2	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	t(11;19)	NA	NA	NA	NA	NA	NA	NA	NA
ASXL1	chr5loss	NA	NA	NA	NA	NA	NA	NA	NA
chr17loss	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
POT1	TP53	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	TP53	NA	NA	NA	NA	NA	NA	NA	NA
PRPF40B	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
SMC1A	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
CDKN2A	chr21gain	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	t(11;19)	NA	NA	NA	NA	NA	NA	NA	NA
NF1	POT1	NA	NA	NA	NA	NA	NA	NA	NA
EZH2	KIT	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	POT1	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	ZRSR2	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	PRPF40B	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	FLT3	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	SRSF2	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	MAP2K1	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	IL7R	NA	NA	NA	NA	NA	NA	NA	NA
chr5qdel	chr7loss	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	MYCN	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	chr5qdel	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	KRAS	NA	NA	NA	NA	NA	NA	NA	NA
CSF1R	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	TP53	NA	NA	NA	NA	NA	NA	NA	NA
CSF1R	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
PTPN11	SETBP1	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	MYC	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	CDH2	NA	NA	NA	NA	NA	NA	NA	NA
BCORL1	BRAF	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	KIT	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	DNMT3A	NA	NA	NA	NA	NA	NA	NA	NA
chr8gain	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	SF3B1	NA	NA	NA	NA	NA	NA	NA	NA
MYCN	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
BCORL1	chr7qdel	NA	NA	NA	NA	NA	NA	NA	NA
POT1	STAG2	NA	NA	NA	NA	NA	NA	NA	NA
IDH2	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	STAG2	NA	NA	NA	NA	NA	NA	NA	NA
NRAS	POT1	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
CDKN2A	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
BCORL1	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
POT1	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
PTPN11	RAD21	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	NPM1	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	ZRSR2	NA	NA	NA	NA	NA	NA	NA	NA
CDH2	chr5loss	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
t(16;16)	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	ZRSR2	NA	NA	NA	NA	NA	NA	NA	NA
BRINP3	KIT	NA	NA	NA	NA	NA	NA	NA	NA
CDH2	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	TET2	NA	NA	NA	NA	NA	NA	NA	NA
ATM	CSF3R	NA	NA	NA	NA	NA	NA	NA	NA
CDKN2A	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
KIT	STAG2	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	IL7R	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	IL7R	NA	NA	NA	NA	NA	NA	NA	NA
chr5qdel	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	NRAS	NA	NA	NA	NA	NA	NA	NA	NA
CDH2	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
RUNX1	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
ABL1	chr21gain	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	WT1	NA	NA	NA	NA	NA	NA	NA	NA
BRINP3	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
TBL1XR1	ZRSR2	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	NRAS	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	NF1	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	NOTCH1	NA	NA	NA	NA	NA	NA	NA	NA
NRAS	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
CDKN2A	chr22gain	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	IDH2	NA	NA	NA	NA	NA	NA	NA	NA
ASXL1	chr13gain	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	SETBP1	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	chr8gain	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	t(11;19)	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	inv(16)	NA	NA	NA	NA	NA	NA	NA	NA
FBXW7	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	PRPF40B	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	TP53	NA	NA	NA	NA	NA	NA	NA	NA
CDH2	chr21gain	NA	NA	NA	NA	NA	NA	NA	NA
BIRC3	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
ABL1	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	inv(16)	NA	NA	NA	NA	NA	NA	NA	NA
ATM	chr7loss	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
inv(16)	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	IL7R	NA	NA	NA	NA	NA	NA	NA	NA
FBXW7	POT1	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	STAG2	NA	NA	NA	NA	NA	NA	NA	NA
SF3B1	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
ABL1	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	STAG2	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	RAD21	NA	NA	NA	NA	NA	NA	NA	NA
t(11;19)	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	MYC	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	MYCN	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	PHF6	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	JAK2	NA	NA	NA	NA	NA	NA	NA	NA
ABL1	chr5loss	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	FLT3	NA	NA	NA	NA	NA	NA	NA	NA
PTPN11	TET2	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	U2AF1	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	SRSF2	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	NPM1	NA	NA	NA	NA	NA	NA	NA	NA
PHF6	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	SETBP1	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	MYCN	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
SF3B1	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	SF1	NA	NA	NA	NA	NA	NA	NA	NA
STAG2	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	RUNX1	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	IDH1	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	TP53	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	MYC	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
CDKN2A	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
chr8gain	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
inv(16)	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
ASXL1	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	inv(16)	NA	NA	NA	NA	NA	NA	NA	NA
KIT	t(11;19)	NA	NA	NA	NA	NA	NA	NA	NA
MYD88	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
t(15;17)	t(8;21)	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	SETBP1	NA	NA	NA	NA	NA	NA	NA	NA
MYD88	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
FBXW7	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	MYD88	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
KIT	MYCN	NA	NA	NA	NA	NA	NA	NA	NA
BIRC3	chr13gain	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	PRPF40B	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
POT1	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
POT1	PRPF40B	NA	NA	NA	NA	NA	NA	NA	NA
KIT	RUNX1	NA	NA	NA	NA	NA	NA	NA	NA
TBL1XR1	WT1	NA	NA	NA	NA	NA	NA	NA	NA
PHF6	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
IL7R	POT1	NA	NA	NA	NA	NA	NA	NA	NA
CDKN2A	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	EZH2	NA	NA	NA	NA	NA	NA	NA	NA
FLT3	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
PTEN	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
DNMT3A	KIT	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	NF1	NA	NA	NA	NA	NA	NA	NA	NA
NPM1	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
MYD88	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
NF1	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
CDH2	chr11qdel	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	SMC1A	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	chr5qdel	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	NRAS	NA	NA	NA	NA	NA	NA	NA	NA
BCORL1	chr21gain	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	FBXW7	NA	NA	NA	NA	NA	NA	NA	NA
BRINP3	CSF3R	NA	NA	NA	NA	NA	NA	NA	NA
RAD21	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	KRAS	NA	NA	NA	NA	NA	NA	NA	NA
ASXL1	chr7loss	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	NRAS	NA	NA	NA	NA	NA	NA	NA	NA
ABL1	KIT	NA	NA	NA	NA	NA	NA	NA	NA
BCOR	chr7qdel	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	FLT3	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	ZRSR2	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	chr7loss	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	ETV6	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	EZH2	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	KIT	NA	NA	NA	NA	NA	NA	NA	NA
DNMT3A	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	SRSF2	NA	NA	NA	NA	NA	NA	NA	NA
CBL	chr21gain	NA	NA	NA	NA	NA	NA	NA	NA
chr8gain	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
SF3B1	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
MYD88	POT1	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	MAP2K1	NA	NA	NA	NA	NA	NA	NA	NA
chr5qdel	POT1	NA	NA	NA	NA	NA	NA	NA	NA
KRAS	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
PHF6	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
FLT3	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
MAP2K1	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	KIT	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	SF3B1	NA	NA	NA	NA	NA	NA	NA	NA
MAP2K1	POT1	NA	NA	NA	NA	NA	NA	NA	NA
ATM	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	NOTCH1	NA	NA	NA	NA	NA	NA	NA	NA
CDH2	chr22gain	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	MAP2K1	NA	NA	NA	NA	NA	NA	NA	NA
ABL1	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
BCORL1	chr7loss	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	chr13gain	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	U2AF1	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	FBXW7	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	SF3B1	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	IL7R	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH1	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH1	POT1	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	PRPF40B	NA	NA	NA	NA	NA	NA	NA	NA
inv(16)	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
ABL1	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	PHF6	NA	NA	NA	NA	NA	NA	NA	NA
BIRC3	chr7loss	NA	NA	NA	NA	NA	NA	NA	NA
MYD88	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	chr7qdel	NA	NA	NA	NA	NA	NA	NA	NA
FBXW7	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
JAK2	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	WT1	NA	NA	NA	NA	NA	NA	NA	NA
U2AF1	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
FBXW7	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
CDH2	chr7loss	NA	NA	NA	NA	NA	NA	NA	NA
BCOR	ETV6	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	TET2	NA	NA	NA	NA	NA	NA	NA	NA
chr17loss	chr7loss	NA	NA	NA	NA	NA	NA	NA	NA
IDH1	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
BCOR	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
CSF1R	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	chr8gain	NA	NA	NA	NA	NA	NA	NA	NA
KIT	NPM1	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	MYC	NA	NA	NA	NA	NA	NA	NA	NA
chr17loss	POT1	NA	NA	NA	NA	NA	NA	NA	NA
KRAS	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
ATM	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
PTPN11	SF3B1	NA	NA	NA	NA	NA	NA	NA	NA
BCORL1	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
ABL1	chr7loss	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	t(11;19)	NA	NA	NA	NA	NA	NA	NA	NA
RUNX1	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	IDH1	NA	NA	NA	NA	NA	NA	NA	NA
CDH2	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	MYC	NA	NA	NA	NA	NA	NA	NA	NA
chr5qdel	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
BCORL1	chr5loss	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	SF1	NA	NA	NA	NA	NA	NA	NA	NA
CBL	chr7qdel	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	SMC1A	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	chr22gain	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	NRAS	NA	NA	NA	NA	NA	NA	NA	NA
chr17loss	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
CDKN2A	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
inv(16)	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	IL7R	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	inv(16)	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	CSF1R	NA	NA	NA	NA	NA	NA	NA	NA
EZH2	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
CBL	POT1	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	TP53	NA	NA	NA	NA	NA	NA	NA	NA
ABL1	chr22gain	NA	NA	NA	NA	NA	NA	NA	NA
CDH2	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
RIT1	STAG2	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	SRSF2	NA	NA	NA	NA	NA	NA	NA	NA
PTPN11	U2AF1	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	MYCN	NA	NA	NA	NA	NA	NA	NA	NA
MYC	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	MYCN	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	EZH2	NA	NA	NA	NA	NA	NA	NA	NA
IL7R	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	SF1	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	NOTCH1	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	inv(16)	NA	NA	NA	NA	NA	NA	NA	NA
NPM1	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	PHF6	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	NPM1	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	FLT3	NA	NA	NA	NA	NA	NA	NA	NA
BRINP3	chr11qdel	NA	NA	NA	NA	NA	NA	NA	NA
PTPN11	SRSF2	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
SF1	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
BCOR	POT1	NA	NA	NA	NA	NA	NA	NA	NA
CSF1R	POT1	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
RIT1	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
